,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
10,3. After 2015,MountGinini,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,WNW,"(35.0, 41.0]",W,W,"(15.0, 20.0]","(15.8, 20.0]","(86.0, 100.0]","(46.0, 58.0]",-999999999,-999999999,-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
11,1. Before 2012,Bendigo,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]",-999999999,SE,"(35.0, 41.0]",SSE,SSE,"(15.0, 20.0]","(15.8, 20.0]","(75.0, 86.0]","(46.0, 58.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(-0.001, 1.0]","(-0.001, 1.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
12,"2. After 2012, Before 2015",Watsonia,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]","(0.199, 2.2]","(9.12, 10.9]",NNW,"(30.0, 35.0]",NE,NNW,"(-0.001, 7.0]","(15.8, 20.0]","(86.0, 100.0]","(46.0, 58.0]","(1024.7, 1038.2]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(-2.8009999999999997, 11.9]","(19.1, 22.6]",No,No
13,3. After 2015,Cairns,"(17.3, 27.6]","(24.1, 28.9]","(1.72, 87.4]","(4.0, 5.8]","(3.14, 6.68]",SE,"(41.0, 50.0]",S,SE,"(15.0, 20.0]","(26.0, 52.0]","(75.0, 86.0]","(58.0, 72.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(7.0, 8.0]","(4.0, 6.0]","(22.5, 32.9]","(22.6, 27.3]",Yes,Yes
14,3. After 2015,GoldCoast,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,SSE,"(50.0, 96.0]",ESE,SSE,"(11.0, 15.0]","(26.0, 52.0]","(66.0, 75.0]","(72.0, 100.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(22.6, 27.3]",No,Yes
15,1. Before 2012,Wollongong,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]",-999999999,-999999999,SSW,"(8.999, 30.0]",S,SE,"(20.0, 43.0]","(11.0, 15.8]","(75.0, 86.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(5.0, 7.0]","(4.0, 6.0]","(14.9, 17.6]","(15.8, 19.1]",Yes,No
17,3. After 2015,NorahHead,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]",-999999999,-999999999,W,"(8.999, 30.0]",WNW,SW,"(7.0, 11.0]","(-0.001, 11.0]","(54.0, 66.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(11.9, 14.9]","(15.8, 19.1]",No,No
18,1. Before 2012,PerthAirport,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]","(4.0, 5.8]","(9.12, 10.9]",ESE,"(35.0, 41.0]",S,WSW,"(15.0, 20.0]","(15.8, 20.0]","(66.0, 75.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(14.9, 17.6]","(22.6, 27.3]",No,No
19,"2. After 2012, Before 2015",Canberra,"(10.0, 12.9]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,W,"(41.0, 50.0]",WNW,WNW,"(20.0, 43.0]","(26.0, 52.0]","(10.999, 54.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,No
20,1. Before 2012,Brisbane,"(6.6, 10.0]","(20.58, 24.1]","(-0.001, 1.72]","(0.199, 2.2]","(9.12, 10.9]",NNE,"(8.999, 30.0]",S,NE,"(-0.001, 7.0]","(-0.001, 11.0]","(54.0, 66.0]","(46.0, 58.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(-0.001, 1.0]","(-0.001, 1.0]","(11.9, 14.9]","(19.1, 22.6]",No,No
22,3. After 2015,SydneyAirport,"(-6.801, 6.6]","(16.9, 20.58]","(-0.001, 1.72]","(2.2, 4.0]","(6.68, 9.12]",W,"(50.0, 96.0]",WNW,W,"(15.0, 20.0]","(26.0, 52.0]","(54.0, 66.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1013.3, 1017.48]","(5.0, 7.0]","(-0.001, 1.0]","(-2.8009999999999997, 11.9]","(15.8, 19.1]",No,No
23,"2. After 2012, Before 2015",Hobart,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(2.2, 4.0]","(-0.001, 3.14]",NW,"(41.0, 50.0]",NNW,NW,"(20.0, 43.0]","(26.0, 52.0]","(54.0, 66.0]","(46.0, 58.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
24,"2. After 2012, Before 2015",Townsville,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",NNE,"(35.0, 41.0]",NNW,N,"(15.0, 20.0]","(20.0, 26.0]","(10.999, 54.0]","(46.0, 58.0]","(1011.86, 1015.9]","(987.599, 1009.58]","(1.0, 5.0]","(1.0, 4.0]","(22.5, 32.9]","(27.3, 40.6]",No,No
25,1. Before 2012,WaggaWagga,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",ENE,"(50.0, 96.0]",NE,ENE,"(15.0, 20.0]","(15.8, 20.0]","(10.999, 54.0]","(2.999, 33.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(-0.001, 1.0]","(1.0, 4.0]","(22.5, 32.9]","(27.3, 40.6]",No,No
26,1. Before 2012,Townsville,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]","(3.14, 6.68]",NNW,"(35.0, 41.0]",NNW,N,"(-0.001, 7.0]","(15.8, 20.0]","(75.0, 86.0]","(58.0, 72.0]","(993.799, 1011.86]","(987.599, 1009.58]","(5.0, 7.0]","(6.0, 7.0]","(22.5, 32.9]","(27.3, 40.6]",Yes,No
27,3. After 2015,Walpole,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]",-999999999,-999999999,NW,"(8.999, 30.0]",WNW,SSE,"(-0.001, 7.0]","(-0.001, 11.0]","(86.0, 100.0]","(72.0, 100.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(14.9, 17.6]","(15.8, 19.1]",No,No
28,"2. After 2012, Before 2015",Darwin,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]","(10.9, 14.1]",SE,"(41.0, 50.0]",SE,SSE,"(20.0, 43.0]","(15.8, 20.0]","(10.999, 54.0]","(2.999, 33.0]","(1015.9, 1019.64]","(1009.58, 1013.3]","(-0.001, 1.0]","(-0.001, 1.0]","(17.6, 22.5]","(27.3, 40.6]",No,No
29,1. Before 2012,BadgerysCreek,"(-6.801, 6.6]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,NW,"(41.0, 50.0]",N,WNW,"(7.0, 11.0]","(26.0, 52.0]","(10.999, 54.0]","(2.999, 33.0]","(1019.64, 1024.7]","(1013.3, 1017.48]",-999999999,-999999999,"(17.6, 22.5]","(27.3, 40.6]",No,No
30,"2. After 2012, Before 2015",Cobar,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]","(4.0, 5.8]",-999999999,N,"(8.999, 30.0]",NNE,N,"(15.0, 20.0]","(15.8, 20.0]","(10.999, 54.0]","(2.999, 33.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
31,1. Before 2012,Witchcliffe,"(10.0, 12.9]","(16.9, 20.58]","(1.72, 87.4]",-999999999,-999999999,W,"(35.0, 41.0]",NW,NW,"(7.0, 11.0]","(15.8, 20.0]","(75.0, 86.0]","(46.0, 58.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(14.9, 17.6]","(15.8, 19.1]",Yes,No
32,3. After 2015,Perth,"(10.0, 12.9]","(20.58, 24.1]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",SW,"(41.0, 50.0]",SE,SSW,"(7.0, 11.0]","(15.8, 20.0]","(54.0, 66.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(1.0, 5.0]","(-0.001, 1.0]","(17.6, 22.5]","(19.1, 22.6]",No,No
33,1. Before 2012,Williamtown,"(10.0, 12.9]","(16.9, 20.58]","(-0.001, 1.72]","(8.0, 34.4]","(3.14, 6.68]",SSW,"(50.0, 96.0]",SW,SSW,"(20.0, 43.0]","(26.0, 52.0]","(10.999, 54.0]","(46.0, 58.0]","(1015.9, 1019.64]","(1017.48, 1022.2]","(5.0, 7.0]","(4.0, 6.0]","(11.9, 14.9]","(15.8, 19.1]",No,Yes
34,3. After 2015,Katherine,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]",-999999999,E,"(30.0, 35.0]",WNW,ESE,"(15.0, 20.0]","(11.0, 15.8]","(54.0, 66.0]",-999999999,"(1011.86, 1015.9]","(987.599, 1009.58]","(1.0, 5.0]",-999999999,"(22.5, 32.9]",-999999999,No,No
35,3. After 2015,Dartmoor,"(6.6, 10.0]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,W,"(8.999, 30.0]",W,SW,"(-0.001, 7.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(11.9, 14.9]","(15.8, 19.1]",No,No
36,3. After 2015,Hobart,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]","(2.2, 4.0]","(9.12, 10.9]",SE,"(8.999, 30.0]",NNW,SE,"(11.0, 15.0]","(15.8, 20.0]","(54.0, 66.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1013.3, 1017.48]","(1.0, 5.0]","(-0.001, 1.0]","(11.9, 14.9]","(15.8, 19.1]",No,No
37,3. After 2015,CoffsHarbour,"(17.3, 27.6]","(20.58, 24.1]","(-0.001, 1.72]",-999999999,-999999999,SSW,"(50.0, 96.0]",SW,SW,"(20.0, 43.0]","(20.0, 26.0]","(75.0, 86.0]","(72.0, 100.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(7.0, 8.0]","(22.5, 32.9]","(19.1, 22.6]",No,Yes
38,3. After 2015,Walpole,"(10.0, 12.9]","(16.9, 20.58]","(-0.001, 1.72]",-999999999,-999999999,SE,"(35.0, 41.0]",SE,SE,"(15.0, 20.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(14.9, 17.6]","(15.8, 19.1]",No,No
39,"2. After 2012, Before 2015",PerthAirport,"(-6.801, 6.6]","(-0.801, 16.9]","(1.72, 87.4]","(0.199, 2.2]","(6.68, 9.12]",SE,"(8.999, 30.0]",SSE,SSE,"(-0.001, 7.0]","(11.0, 15.8]","(86.0, 100.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(-0.001, 1.0]","(1.0, 4.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,No
40,3. After 2015,BadgerysCreek,"(12.9, 17.3]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,E,"(8.999, 30.0]",SW,ESE,"(-0.001, 7.0]","(-0.001, 11.0]","(86.0, 100.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(17.6, 22.5]","(22.6, 27.3]",Yes,No
41,3. After 2015,Canberra,"(-6.801, 6.6]","(-0.801, 16.9]","(1.72, 87.4]",-999999999,-999999999,S,"(35.0, 41.0]",SSE,SSE,"(15.0, 20.0]","(11.0, 15.8]","(66.0, 75.0]","(46.0, 58.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,"(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,No
43,1. Before 2012,Mildura,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]","(8.0, 34.4]","(6.68, 9.12]",SSW,"(30.0, 35.0]",SSW,SSW,"(11.0, 15.0]","(15.8, 20.0]","(86.0, 100.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1017.48, 1022.2]","(5.0, 7.0]","(4.0, 6.0]","(11.9, 14.9]","(15.8, 19.1]",Yes,No
44,3. After 2015,Canberra,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]",-999999999,-999999999,,-999999999,SSE,NE,"(11.0, 15.0]","(11.0, 15.8]","(54.0, 66.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,"(4.0, 6.0]","(14.9, 17.6]","(19.1, 22.6]",No,No
45,1. Before 2012,Tuggeranong,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]",-999999999,-999999999,NW,"(30.0, 35.0]",N,NNW,"(7.0, 11.0]","(-0.001, 11.0]","(75.0, 86.0]","(72.0, 100.0]","(993.799, 1011.86]","(1009.58, 1013.3]",-999999999,-999999999,"(17.6, 22.5]","(15.8, 19.1]",Yes,Yes
46,3. After 2015,Walpole,"(10.0, 12.9]","(20.58, 24.1]","(-0.001, 1.72]",-999999999,-999999999,NW,"(30.0, 35.0]",NNW,NW,"(-0.001, 7.0]","(15.8, 20.0]","(75.0, 86.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(14.9, 17.6]","(19.1, 22.6]",No,Yes
47,1. Before 2012,Sydney,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]","(0.199, 2.2]","(-0.001, 3.14]",,-999999999,S,S,"(15.0, 20.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(5.0, 7.0]","(6.0, 7.0]","(14.9, 17.6]","(19.1, 22.6]",Yes,Yes
48,1. Before 2012,Adelaide,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]","(4.0, 5.8]","(3.14, 6.68]",SW,"(35.0, 41.0]",SSE,SW,"(11.0, 15.0]","(15.8, 20.0]","(10.999, 54.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(11.9, 14.9]","(15.8, 19.1]",No,No
49,1. Before 2012,Canberra,"(-6.801, 6.6]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]",-999999999,,-999999999,,,-999999999,-999999999,"(10.999, 54.0]","(2.999, 33.0]",-999999999,-999999999,-999999999,-999999999,"(11.9, 14.9]","(27.3, 40.6]",No,No
50,"2. After 2012, Before 2015",Williamtown,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]","(9.12, 10.9]",N,"(35.0, 41.0]",NNW,NE,"(7.0, 11.0]","(11.0, 15.8]","(54.0, 66.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]","(1.0, 5.0]","(1.0, 4.0]","(22.5, 32.9]","(27.3, 40.6]",No,No
51,1. Before 2012,Ballarat,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,S,"(30.0, 35.0]",S,S,"(20.0, 43.0]","(20.0, 26.0]","(75.0, 86.0]","(58.0, 72.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(5.0, 7.0]","(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
52,"2. After 2012, Before 2015",Portland,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]","(0.199, 2.2]","(3.14, 6.68]",W,"(50.0, 96.0]",SW,WSW,"(7.0, 11.0]","(15.8, 20.0]","(66.0, 75.0]","(58.0, 72.0]","(1011.86, 1015.9]","(1013.3, 1017.48]","(7.0, 8.0]","(7.0, 8.0]","(11.9, 14.9]","(15.8, 19.1]",Yes,No
53,3. After 2015,Moree,"(6.6, 10.0]","(20.58, 24.1]","(-0.001, 1.72]","(2.2, 4.0]",-999999999,SW,"(8.999, 30.0]",SSE,SW,"(11.0, 15.0]","(11.0, 15.8]","(66.0, 75.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(14.9, 17.6]","(22.6, 27.3]",No,No
54,1. Before 2012,WaggaWagga,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(6.68, 9.12]",W,"(41.0, 50.0]",WNW,W,"(7.0, 11.0]","(20.0, 26.0]","(75.0, 86.0]","(46.0, 58.0]","(1015.9, 1019.64]","(1017.48, 1022.2]","(5.0, 7.0]","(1.0, 4.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
55,1. Before 2012,PerthAirport,"(6.6, 10.0]","(20.58, 24.1]","(-0.001, 1.72]","(2.2, 4.0]","(9.12, 10.9]",ENE,"(35.0, 41.0]",ENE,NNE,"(20.0, 43.0]","(15.8, 20.0]","(54.0, 66.0]","(46.0, 58.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(-0.001, 1.0]","(1.0, 4.0]","(11.9, 14.9]","(19.1, 22.6]",No,No
56,3. After 2015,Penrith,"(6.6, 10.0]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,W,"(35.0, 41.0]",SE,N,"(-0.001, 7.0]","(-0.001, 11.0]","(54.0, 66.0]","(2.999, 33.0]",-999999999,-999999999,-999999999,-999999999,"(14.9, 17.6]","(22.6, 27.3]",No,No
57,1. Before 2012,Wollongong,"(12.9, 17.3]","(28.9, 41.6]","(1.72, 87.4]",-999999999,-999999999,NW,"(50.0, 96.0]",N,W,"(20.0, 43.0]","(26.0, 52.0]","(75.0, 86.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(17.6, 22.5]","(27.3, 40.6]",Yes,No
58,3. After 2015,Bendigo,"(6.6, 10.0]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,N,"(41.0, 50.0]",N,NW,"(-0.001, 7.0]","(20.0, 26.0]","(10.999, 54.0]","(2.999, 33.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(17.6, 22.5]","(27.3, 40.6]",No,No
59,"2. After 2012, Before 2015",Nuriootpa,"(-6.801, 6.6]","(20.58, 24.1]","(-0.001, 1.72]","(5.8, 8.0]","(10.9, 14.1]",WSW,"(35.0, 41.0]",SW,W,"(15.0, 20.0]","(15.8, 20.0]","(10.999, 54.0]","(2.999, 33.0]","(1019.64, 1024.7]","(1022.2, 1034.4]","(5.0, 7.0]","(1.0, 4.0]","(11.9, 14.9]","(19.1, 22.6]",No,No
60,"2. After 2012, Before 2015",Portland,"(6.6, 10.0]","(16.9, 20.58]","(-0.001, 1.72]","(5.8, 8.0]","(9.12, 10.9]",W,"(8.999, 30.0]",WSW,SW,"(7.0, 11.0]","(11.0, 15.8]","(66.0, 75.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(6.0, 7.0]","(11.9, 14.9]","(-2.901, 15.8]",No,No
61,"2. After 2012, Before 2015",Moree,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,NE,"(35.0, 41.0]",ENE,N,"(15.0, 20.0]","(-0.001, 11.0]","(66.0, 75.0]","(2.999, 33.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(17.6, 22.5]","(27.3, 40.6]",No,No
62,1. Before 2012,Albany,"(10.0, 12.9]","(20.58, 24.1]","(1.72, 87.4]","(2.2, 4.0]","(6.68, 9.12]",,-999999999,NNE,ESE,"(-0.001, 7.0]","(20.0, 26.0]","(75.0, 86.0]","(72.0, 100.0]","(993.799, 1011.86]","(987.599, 1009.58]","(5.0, 7.0]","(-0.001, 1.0]","(14.9, 17.6]","(19.1, 22.6]",Yes,Yes
63,"2. After 2012, Before 2015",SydneyAirport,"(17.3, 27.6]","(28.9, 41.6]","(1.72, 87.4]","(8.0, 34.4]","(6.68, 9.12]",SW,"(35.0, 41.0]",NW,ENE,"(15.0, 20.0]","(20.0, 26.0]","(54.0, 66.0]","(33.0, 46.0]","(993.799, 1011.86]","(987.599, 1009.58]","(5.0, 7.0]","(4.0, 6.0]","(22.5, 32.9]","(27.3, 40.6]",Yes,No
64,1. Before 2012,Dartmoor,"(6.6, 10.0]","(-0.801, 16.9]","(1.72, 87.4]","(2.2, 4.0]","(-0.001, 3.14]",WNW,"(41.0, 50.0]",NNW,NNW,"(11.0, 15.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(11.9, 14.9]","(-2.901, 15.8]",Yes,Yes
65,1. Before 2012,Walpole,"(6.6, 10.0]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,SSW,"(8.999, 30.0]",SSW,SSW,"(-0.001, 7.0]","(11.0, 15.8]","(75.0, 86.0]","(72.0, 100.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(11.9, 14.9]","(-2.901, 15.8]",No,No
66,1. Before 2012,Launceston,"(10.0, 12.9]","(16.9, 20.58]","(-0.001, 1.72]","(5.8, 8.0]",-999999999,NNW,"(35.0, 41.0]",NNW,N,"(11.0, 15.0]","(20.0, 26.0]","(86.0, 100.0]","(58.0, 72.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(11.9, 14.9]","(15.8, 19.1]",No,No
67,"2. After 2012, Before 2015",SalmonGums,"(10.0, 12.9]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,S,"(35.0, 41.0]",NW,S,"(-0.001, 7.0]","(15.8, 20.0]","(10.999, 54.0]","(46.0, 58.0]",-999999999,-999999999,-999999999,-999999999,"(22.5, 32.9]","(19.1, 22.6]",No,Yes
68,3. After 2015,PearceRAAF,"(6.6, 10.0]","(16.9, 20.58]","(1.72, 87.4]",-999999999,"(6.68, 9.12]",WSW,"(50.0, 96.0]",ENE,SSW,"(-0.001, 7.0]","(15.8, 20.0]","(66.0, 75.0]","(46.0, 58.0]","(1019.64, 1024.7]","(1022.2, 1034.4]","(1.0, 5.0]","(4.0, 6.0]","(11.9, 14.9]","(15.8, 19.1]",Yes,No
