,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
74,2009-01-23,Mildura,14.8,36.4,0.0,18.4,12.8,WNW,41.0,S,WNW,13.0,15.0,41.0,24.0,1008.3,1003.8,0.0,0.0,19.7,33.3,No,No
75,2012-06-04,GoldCoast,15.4,22.8,1.0,,,NW,50.0,NW,WNW,15.0,28.0,75.0,41.0,1006.9,1003.5,,,18.4,22.2,No,No
76,2013-05-28,MelbourneAirport,3.4,17.9,0.2,1.2,7.1,NNE,56.0,NNW,N,7.0,30.0,71.0,46.0,1029.3,1025.8,7.0,6.0,10.2,17.2,No,No
77,2013-05-13,Dartmoor,8.0,13.7,22.4,1.6,2.9,SW,37.0,N,W,7.0,20.0,100.0,75.0,1013.5,1012.7,,,9.5,12.2,Yes,Yes
78,2017-03-15,Adelaide,19.0,35.4,0.0,,,,,NNE,WNW,7.0,15.0,40.0,22.0,1011.5,1008.0,,,26.2,33.5,No,No
79,2010-10-25,PearceRAAF,8.9,28.0,0.0,,12.4,SW,37.0,SSW,SW,9.0,28.0,58.0,36.0,1019.6,1017.4,0.0,0.0,18.6,26.1,No,No
80,2012-01-08,GoldCoast,22.7,29.6,0.0,,,NNE,48.0,NNE,NNE,15.0,39.0,63.0,64.0,1012.8,1008.9,,,27.7,27.8,No,No
81,2013-01-14,Tuggeranong,10.4,23.1,5.4,,,SSE,46.0,S,SSE,19.0,15.0,52.0,36.0,1016.2,1015.4,,,12.9,21.9,Yes,No
82,2017-06-07,Sydney,8.8,15.5,54.6,2.6,0.0,SSW,56.0,SSW,S,24.0,17.0,82.0,85.0,1020.2,1019.6,8.0,8.0,13.3,14.2,Yes,Yes
83,2016-04-28,Albury,11.7,28.5,0.0,,,N,28.0,,NNW,0.0,13.0,70.0,32.0,1022.9,1018.9,8.0,2.0,15.7,27.4,No,No
84,2012-07-27,MountGinini,-3.2,-0.1,7.4,,,,,WSW,W,13.0,11.0,,,,,,,,,Yes,
85,2015-10-14,Albury,10.0,27.1,0.4,,,NNE,22.0,ESE,ESE,7.0,11.0,74.0,44.0,1025.0,1021.8,,1.0,16.7,26.4,No,No
86,2014-12-29,Albany,16.5,21.8,0.0,6.8,6.9,,,SW,SW,6.0,15.0,89.0,74.0,1018.9,1016.9,7.0,1.0,17.5,20.4,No,No
87,2013-03-01,MelbourneAirport,12.7,23.8,0.2,4.2,12.2,SE,54.0,SE,SE,15.0,33.0,64.0,34.0,1022.0,1020.9,1.0,1.0,16.3,22.6,No,No
88,2014-12-03,GoldCoast,19.8,28.5,0.0,,,NNE,35.0,NNE,NNE,11.0,30.0,60.0,67.0,1018.1,1015.1,,,27.8,26.6,No,No
89,2015-06-03,Townsville,19.7,26.1,0.0,6.6,3.7,ENE,33.0,SE,ENE,19.0,24.0,63.0,56.0,1019.2,1016.0,7.0,6.0,22.5,25.7,No,No
90,2017-02-23,Sale,13.3,27.1,0.0,,,W,43.0,WSW,ENE,13.0,19.0,62.0,48.0,1016.1,1016.7,,,19.7,26.0,No,No
91,2010-03-19,Adelaide,19.0,26.9,2.2,5.4,9.3,WSW,26.0,SSW,SW,11.0,11.0,88.0,58.0,1020.0,1019.2,,,20.8,25.1,Yes,No
92,2009-09-23,Witchcliffe,,16.7,5.2,,,W,44.0,W,WNW,20.0,15.0,69.0,64.0,1021.0,1020.4,,,15.5,14.8,Yes,No
93,2016-01-16,Cairns,24.7,32.6,0.0,8.4,10.8,ENE,33.0,SE,NE,11.0,20.0,69.0,60.0,1013.0,1010.4,4.0,2.0,28.9,31.3,No,Yes
94,2015-11-18,Mildura,14.9,41.3,0.0,12.6,12.0,WNW,48.0,NNW,WSW,4.0,26.0,19.0,8.0,1013.0,1010.7,0.0,,29.5,40.0,No,No
95,2013-07-15,Woomera,8.6,15.8,0.4,2.0,4.8,SSW,31.0,WSW,S,7.0,17.0,96.0,63.0,1023.9,1022.4,3.0,8.0,10.6,15.3,No,No
96,2011-11-22,MelbourneAirport,10.6,19.9,0.0,4.8,5.9,S,52.0,W,S,15.0,20.0,62.0,62.0,1012.4,1011.2,7.0,4.0,15.9,18.3,No,No
97,2014-06-02,MountGambier,11.3,13.7,0.8,0.2,0.0,NNW,22.0,N,NNW,7.0,9.0,99.0,93.0,1020.0,1018.7,8.0,8.0,11.7,13.4,No,No
98,2009-08-16,WaggaWagga,6.8,16.6,1.2,2.4,1.8,NE,41.0,E,NNE,7.0,9.0,78.0,58.0,1015.4,1007.0,7.0,7.0,10.0,15.4,Yes,Yes
99,2009-11-19,BadgerysCreek,14.4,36.7,0.0,,,SSW,30.0,NE,E,6.0,15.0,65.0,32.0,1010.9,1008.1,,,23.4,34.8,No,No
100,2015-12-21,Albany,16.5,23.0,0.0,8.2,,,,ENE,,19.0,,55.0,,1016.0,1013.3,1.0,,22.5,,No,No
101,2011-05-09,Dartmoor,5.0,14.3,1.2,1.0,6.4,SE,30.0,SSE,SSE,6.0,13.0,96.0,73.0,1025.0,1023.1,,,9.6,12.9,Yes,No
102,2017-06-02,Townsville,17.1,26.0,0.0,,,ESE,41.0,SSW,SE,20.0,20.0,57.0,53.0,1022.9,1019.6,8.0,5.0,20.7,24.7,No,No
103,2014-12-21,NorfolkIsland,19.7,22.6,34.4,5.6,0.0,SE,37.0,SE,SE,9.0,26.0,93.0,96.0,1014.1,1013.9,7.0,8.0,21.4,20.0,Yes,Yes
104,2011-08-02,Woomera,9.6,28.8,0.0,5.6,10.2,NNW,39.0,E,NNW,7.0,24.0,45.0,15.0,1018.0,1014.5,1.0,0.0,16.0,28.1,No,No
105,2014-10-22,Albury,10.8,29.0,0.0,,,N,30.0,SE,NE,9.0,11.0,76.0,43.0,1023.9,1018.7,2.0,,17.0,27.4,No,No
106,2011-12-27,Sydney,19.1,23.7,0.4,6.8,4.7,SSE,50.0,S,S,24.0,24.0,69.0,64.0,1010.0,1010.7,,,20.1,21.3,No,No
107,2017-05-12,Moree,8.2,24.8,0.0,,,E,30.0,E,ENE,20.0,13.0,53.0,33.0,1025.0,1020.9,,,16.8,23.7,No,No
108,2010-01-30,Townsville,23.1,29.1,78.4,3.2,0.0,NNE,81.0,E,NE,35.0,39.0,84.0,93.0,1004.1,999.8,8.0,8.0,26.6,26.5,Yes,Yes
109,2009-11-18,Brisbane,20.7,28.2,3.2,8.0,8.1,ENE,30.0,ESE,ENE,15.0,15.0,60.0,61.0,1013.0,1011.4,7.0,3.0,25.3,26.5,Yes,No
110,2017-04-09,Adelaide,13.3,17.5,2.6,,,SW,63.0,SW,SW,20.0,26.0,44.0,43.0,1019.0,1020.2,,,15.4,16.0,Yes,No
111,2009-12-31,Dartmoor,19.3,40.7,0.0,11.4,11.5,WNW,96.0,N,W,26.0,52.0,40.0,52.0,1008.5,1003.9,,,31.0,28.4,No,Yes
112,2010-11-20,MountGinini,4.7,18.5,0.8,,,N,28.0,SSW,NNW,9.0,9.0,68.0,57.0,,,,,10.7,17.8,No,No
113,2010-11-22,Witchcliffe,17.3,19.0,3.4,,,S,48.0,S,SSE,19.0,22.0,96.0,80.0,1011.3,1013.6,,,17.8,16.9,Yes,No
114,2011-10-15,Launceston,11.0,16.9,4.4,,,NNW,54.0,NW,NNW,9.0,22.0,93.0,62.0,1003.5,1000.4,,,14.5,16.3,Yes,Yes
115,2016-08-14,Uluru,10.8,23.1,0.0,,,ENE,44.0,E,E,31.0,22.0,34.0,23.0,1025.3,1021.2,8.0,2.0,15.6,22.8,No,No
116,2013-04-02,Sale,11.4,20.7,0.0,4.8,3.7,W,52.0,W,SW,20.0,20.0,73.0,85.0,1016.3,1016.6,8.0,8.0,16.2,16.0,No,No
117,2014-07-14,PerthAirport,6.4,17.8,14.6,0.6,7.2,SW,65.0,SW,W,28.0,22.0,70.0,40.0,1012.7,1014.0,4.0,2.0,14.3,17.7,Yes,Yes
118,2015-01-05,Dartmoor,10.0,27.1,0.0,7.6,13.6,ESE,43.0,SE,SE,24.0,22.0,78.0,37.0,1020.7,1019.5,,,16.5,25.3,No,No
119,2010-11-25,Mildura,19.9,29.4,0.0,7.8,9.9,WNW,30.0,WSW,WNW,6.0,17.0,95.0,44.0,1017.9,1016.0,7.0,7.0,20.5,27.4,No,No
120,2010-09-23,Watsonia,10.0,14.9,0.0,1.6,2.1,SW,30.0,SSW,SSW,15.0,13.0,73.0,59.0,1027.2,1025.0,7.0,7.0,10.6,13.8,No,No
121,2012-03-19,PearceRAAF,15.3,31.4,0.0,,11.0,NW,48.0,S,WSW,9.0,33.0,55.0,41.0,1006.2,1005.7,0.0,1.0,24.6,29.7,No,No
122,2015-08-07,Dartmoor,7.5,13.6,2.0,1.0,2.1,NW,20.0,NW,SW,7.0,2.0,,,1026.8,1025.3,,,9.3,13.4,Yes,No
123,2010-04-18,Launceston,10.2,24.2,0.0,,,N,11.0,E,NNW,4.0,7.0,82.0,49.0,1027.5,1025.2,,,14.8,23.4,No,No
124,2016-03-06,Sale,17.0,28.0,0.0,,,SE,31.0,SSE,ESE,2.0,20.0,83.0,61.0,1021.1,1018.6,8.0,,19.7,26.0,No,No
125,2012-11-07,Newcastle,19.8,28.2,0.0,,,,,,SE,0.0,11.0,77.0,58.0,,,7.0,8.0,22.5,26.0,No,No
126,2016-06-30,MountGinini,-3.0,-0.8,0.0,,,WNW,57.0,WNW,WNW,20.0,24.0,98.0,98.0,,,,,-2.8,-2.9,No,Yes
127,2013-10-10,SydneyAirport,17.1,37.8,0.0,10.0,10.0,S,80.0,NW,W,17.0,35.0,12.0,3.0,1009.2,1002.9,7.0,1.0,28.0,37.2,No,No
128,2014-08-04,Portland,3.9,13.8,0.0,1.4,7.2,NW,39.0,NNW,WNW,19.0,24.0,63.0,69.0,1032.4,1030.4,5.0,8.0,8.3,13.1,No,Yes
129,2016-04-25,Moree,10.9,27.9,0.0,7.8,10.7,SE,37.0,SE,SSE,20.0,15.0,45.0,29.0,1027.4,1023.2,1.0,2.0,21.0,26.9,No,No
130,2010-02-19,PearceRAAF,15.9,30.5,0.0,,6.4,SW,37.0,W,WSW,9.0,28.0,69.0,39.0,1015.9,1014.0,5.0,7.0,22.5,28.6,No,No
131,2012-01-27,Wollongong,19.2,23.5,10.4,,,SSW,39.0,SE,ESE,19.0,20.0,90.0,78.0,1018.5,1017.7,8.0,7.0,21.1,22.4,Yes,No
132,2014-09-09,Hobart,10.2,20.1,0.0,4.4,7.0,NNW,80.0,N,NW,26.0,43.0,55.0,33.0,996.2,995.6,6.0,3.0,17.0,18.3,No,No
133,2010-10-31,Bendigo,10.0,16.0,53.8,,,WSW,44.0,SW,WSW,22.0,22.0,87.0,70.0,1008.5,1012.7,6.0,8.0,11.4,13.8,Yes,Yes
134,2014-06-14,Sydney,11.8,19.9,5.0,2.4,3.9,W,31.0,WNW,W,17.0,19.0,89.0,53.0,1012.1,1009.2,8.0,2.0,14.3,19.2,Yes,No
135,2017-06-11,Ballarat,-0.3,13.7,0.0,,,NNW,35.0,N,WNW,15.0,24.0,100.0,74.0,1029.9,1026.4,,7.0,6.9,13.0,No,No
136,2016-06-16,Bendigo,1.9,12.0,0.2,,,NE,26.0,E,NE,7.0,13.0,93.0,87.0,1022.5,1016.8,5.0,8.0,5.6,10.3,No,Yes
137,2010-08-30,Perth,11.3,20.3,0.0,2.8,3.7,WSW,30.0,NE,WNW,6.0,4.0,88.0,90.0,1015.6,1013.4,7.0,7.0,14.8,15.3,No,Yes
138,2010-02-08,GoldCoast,21.1,28.9,55.0,,,SE,46.0,ESE,SE,28.0,31.0,77.0,61.0,1019.1,1017.6,,,26.0,28.1,Yes,Yes
139,2016-08-08,Albury,1.4,15.1,0.0,,,E,13.0,SSE,E,4.0,7.0,89.0,65.0,1026.7,1023.5,2.0,5.0,6.0,14.4,No,No
140,2010-11-12,Brisbane,19.0,28.0,0.0,6.6,11.0,NE,28.0,NNE,NNE,7.0,11.0,71.0,55.0,1016.9,1015.0,5.0,4.0,24.6,25.7,No,No
141,2017-01-27,MountGinini,8.5,22.6,0.0,,,NW,33.0,NNE,NW,11.0,11.0,51.0,52.0,,,,,16.0,20.4,No,No
142,2014-08-13,Penrith,9.0,17.8,0.2,,,SW,30.0,SSW,NNW,15.0,4.0,54.0,35.0,,,,,11.8,17.4,No,No
143,2015-08-19,Tuggeranong,-3.1,12.5,0.0,,,NNW,20.0,,N,0.0,9.0,83.0,48.0,1027.5,1024.8,,,3.7,12.0,No,No
144,2016-09-20,Sydney,10.0,20.6,0.0,6.4,8.7,WSW,28.0,WNW,NE,17.0,17.0,48.0,47.0,1018.9,1016.0,7.0,7.0,15.1,18.5,No,No
145,2011-11-20,MelbourneAirport,11.4,21.6,15.0,2.4,11.9,W,57.0,WSW,W,20.0,33.0,69.0,35.0,1013.9,1013.7,6.0,6.0,14.1,19.9,Yes,No
146,2014-11-27,BadgerysCreek,16.5,21.3,0.2,,,S,31.0,SSW,S,7.0,11.0,86.0,78.0,1022.4,1022.4,,,17.3,18.2,No,No
147,2010-11-13,AliceSprings,18.3,30.1,4.0,7.8,8.2,WSW,28.0,E,E,13.0,11.0,71.0,44.0,1009.7,1007.5,8.0,5.0,22.6,29.4,Yes,No
148,2014-04-30,Townsville,20.5,29.8,0.0,5.0,10.9,ENE,33.0,WSW,NE,6.0,26.0,66.0,64.0,1015.1,1010.9,1.0,3.0,25.8,28.1,No,No
149,2012-10-03,BadgerysCreek,5.0,30.6,0.0,,,NNE,24.0,N,ENE,4.0,7.0,61.0,22.0,1026.2,1019.8,,,17.7,28.7,No,No
150,2012-08-22,SydneyAirport,10.4,25.1,0.0,3.8,9.1,NE,48.0,NW,NNE,13.0,28.0,52.0,44.0,1015.2,1010.0,6.0,6.0,16.2,22.4,No,No
151,2009-11-22,Cobar,26.1,33.1,0.0,12.0,2.9,WNW,57.0,WNW,WNW,22.0,17.0,42.0,51.0,1006.1,1008.2,8.0,7.0,28.6,27.4,No,No
152,2016-10-25,Watsonia,7.6,24.0,0.2,6.0,8.4,N,57.0,NE,NNE,15.0,26.0,55.0,39.0,1014.7,1010.1,6.0,6.0,16.3,21.9,No,No
