,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
19,"2. After 2012, Before 2015",Canberra,12.6,30.2,0.0,-999999999.0,-999999999.0,W,50.0,WNW,WNW,24.0,28.0,35.0,30.0,1008.5,1008.5,-999999999.0,-999999999.0,24.5,30.1,No,No
20,1. Before 2012,Brisbane,8.1,22.9,0.0,1.8,9.6,NNE,19.0,S,NE,2.0,9.0,58.0,48.0,1027.4,1023.8,1.0,1.0,14.3,21.6,No,No
22,3. After 2015,SydneyAirport,6.1,17.2,0.0,3.0,8.1,W,69.0,WNW,W,19.0,33.0,55.0,37.0,1020.0,1016.9,7.0,1.0,10.5,16.3,No,No
23,"2. After 2012, Before 2015",Hobart,6.4,13.7,0.4,3.6,2.5,NW,44.0,NNW,NW,24.0,28.0,59.0,52.0,1016.7,1016.6,-999999999.0,-999999999.0,11.4,13.1,No,No
24,"2. After 2012, Before 2015",Townsville,26.1,32.0,0.0,10.0,11.6,NNE,37.0,NNW,N,20.0,24.0,54.0,48.0,1011.9,1009.0,3.0,2.0,30.3,30.8,No,No
25,1. Before 2012,WaggaWagga,26.9,41.6,0.0,13.6,11.2,ENE,63.0,NE,ENE,19.0,20.0,26.0,11.0,1012.6,1009.7,1.0,2.0,32.9,40.6,No,No
26,1. Before 2012,Townsville,24.8,31.9,1.4,6.4,4.8,NNW,39.0,NNW,N,2.0,19.0,77.0,69.0,1008.0,1005.4,7.0,7.0,28.8,29.9,Yes,No
27,3. After 2015,Walpole,9.4,19.2,1.0,-999999999.0,-999999999.0,NW,22.0,WNW,SSE,6.0,7.0,88.0,75.0,1026.1,1025.0,-999999999.0,-999999999.0,15.1,17.6,No,No
28,"2. After 2012, Before 2015",Darwin,17.8,29.7,0.0,7.6,11.5,SE,50.0,SE,SSE,30.0,19.0,22.0,10.0,1017.4,1012.7,0.0,0.0,20.1,28.3,No,No
29,1. Before 2012,BadgerysCreek,4.4,30.6,0.0,-999999999.0,-999999999.0,NW,50.0,N,WNW,9.0,28.0,42.0,14.0,1019.8,1015.8,-999999999.0,-999999999.0,19.6,30.1,No,No
30,"2. After 2012, Before 2015",Cobar,8.7,25.7,0.0,5.8,-999999999.0,N,30.0,NNE,N,19.0,17.0,21.0,9.0,1023.5,1018.5,0.0,0.0,17.8,25.0,No,No
31,1. Before 2012,Witchcliffe,12.1,18.5,12.8,-999999999.0,-999999999.0,W,37.0,NW,NW,9.0,17.0,80.0,53.0,1006.7,1006.5,-999999999.0,-999999999.0,15.0,17.6,Yes,No
32,3. After 2015,Perth,12.5,24.0,0.2,8.2,12.0,SW,43.0,SE,SSW,11.0,20.0,55.0,41.0,1019.0,1016.8,2.0,1.0,19.1,22.1,No,No
33,1. Before 2012,Williamtown,10.3,18.2,0.0,8.4,4.5,SSW,78.0,SW,SSW,31.0,50.0,51.0,51.0,1016.4,1018.3,7.0,5.0,13.5,16.6,No,Yes
34,3. After 2015,Katherine,25.0,40.2,0.0,8.0,-999999999.0,E,35.0,WNW,ESE,17.0,15.0,56.0,-999999999.0,1012.0,1005.8,3.0,-999999999.0,31.4,-999999999.0,No,No
35,3. After 2015,Dartmoor,10.0,16.8,0.8,-999999999.0,-999999999.0,W,30.0,W,SW,6.0,19.0,90.0,74.0,1021.5,1021.4,-999999999.0,-999999999.0,12.2,16.0,No,No
36,3. After 2015,Hobart,8.5,18.8,0.0,3.6,10.8,SE,30.0,NNW,SE,13.0,17.0,66.0,43.0,1020.4,1017.0,5.0,1.0,12.3,18.6,No,No
37,3. After 2015,CoffsHarbour,22.1,23.6,0.0,-999999999.0,-999999999.0,SSW,61.0,SW,SW,31.0,24.0,77.0,92.0,1020.1,1019.7,8.0,8.0,22.9,22.0,No,Yes
38,3. After 2015,Walpole,11.9,18.0,0.6,-999999999.0,-999999999.0,SE,41.0,SE,SE,20.0,20.0,92.0,77.0,1016.7,1015.9,-999999999.0,-999999999.0,15.7,16.7,No,No
39,"2. After 2012, Before 2015",PerthAirport,1.5,16.0,12.2,0.4,8.8,SE,26.0,SSE,SSE,7.0,15.0,91.0,45.0,1028.5,1028.6,1.0,3.0,7.2,15.4,Yes,No
40,3. After 2015,BadgerysCreek,14.4,25.9,1.4,-999999999.0,-999999999.0,E,24.0,SW,ESE,7.0,11.0,88.0,63.0,1021.9,1019.5,-999999999.0,-999999999.0,19.1,23.8,Yes,No
41,3. After 2015,Canberra,2.2,11.2,5.6,-999999999.0,-999999999.0,S,37.0,SSE,SSE,17.0,15.0,70.0,57.0,1020.6,1019.7,-999999999.0,8.0,7.4,10.2,Yes,No
43,1. Before 2012,Mildura,14.1,20.4,3.2,10.0,8.9,SSW,33.0,SSW,SSW,13.0,19.0,94.0,45.0,1019.6,1020.0,7.0,5.0,14.4,18.9,Yes,No
44,3. After 2015,Canberra,9.1,20.4,0.0,-999999999.0,-999999999.0,NA,-999999999.0,SSE,NE,13.0,13.0,61.0,41.0,1026.8,1024.8,-999999999.0,5.0,15.1,19.5,No,No
45,1. Before 2012,Tuggeranong,17.0,19.5,5.0,-999999999.0,-999999999.0,NW,35.0,N,NNW,9.0,11.0,79.0,79.0,1010.4,1011.3,-999999999.0,-999999999.0,19.3,16.3,Yes,Yes
46,3. After 2015,Walpole,12.8,21.7,0.0,-999999999.0,-999999999.0,NW,31.0,NNW,NW,6.0,17.0,76.0,64.0,1022.8,1021.1,-999999999.0,-999999999.0,17.4,20.4,No,Yes
47,1. Before 2012,Sydney,14.7,20.0,15.6,1.6,2.5,NA,-999999999.0,S,S,19.0,20.0,93.0,80.0,1021.3,1018.6,7.0,7.0,16.8,19.3,Yes,Yes
48,1. Before 2012,Adelaide,9.0,18.4,0.0,5.0,6.2,SW,37.0,SSE,SW,15.0,19.0,44.0,38.0,1027.2,1026.2,-999999999.0,-999999999.0,13.3,17.6,No,No
49,1. Before 2012,Canberra,3.9,29.1,0.0,7.2,-999999999.0,NA,-999999999.0,NA,NA,-999999999.0,-999999999.0,54.0,17.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,14.7,28.0,No,No
50,"2. After 2012, Before 2015",Williamtown,15.1,34.7,0.0,6.8,9.3,N,37.0,NNW,NE,11.0,13.0,57.0,29.0,1010.3,1004.8,5.0,4.0,23.2,33.6,No,No
51,1. Before 2012,Ballarat,6.3,11.0,0.0,-999999999.0,-999999999.0,S,35.0,S,S,24.0,22.0,82.0,70.0,1028.3,1026.6,6.0,8.0,8.4,10.1,No,No
52,"2. After 2012, Before 2015",Portland,13.4,18.3,2.8,1.8,3.6,W,54.0,SW,WSW,11.0,20.0,74.0,59.0,1015.0,1016.2,8.0,8.0,13.8,16.1,Yes,No
53,3. After 2015,Moree,8.3,23.9,0.0,3.6,-999999999.0,SW,28.0,SSE,SW,13.0,13.0,67.0,40.0,1021.7,1017.9,1.0,1.0,16.0,22.8,No,No
54,1. Before 2012,WaggaWagga,4.3,12.4,0.2,2.2,6.9,W,43.0,WNW,W,9.0,26.0,85.0,56.0,1019.5,1018.3,7.0,3.0,7.1,12.2,No,No
55,1. Before 2012,PerthAirport,7.3,22.0,0.0,2.6,9.7,ENE,41.0,ENE,NNE,22.0,19.0,55.0,47.0,1015.0,1010.9,0.0,4.0,13.4,21.7,No,No
56,3. After 2015,Penrith,8.3,29.1,0.0,-999999999.0,-999999999.0,W,39.0,SE,N,2.0,9.0,63.0,25.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,15.4,27.1,No,No
57,1. Before 2012,Wollongong,16.1,31.6,48.4,-999999999.0,-999999999.0,NW,91.0,N,W,22.0,30.0,84.0,30.0,994.0,990.7,-999999999.0,-999999999.0,22.5,31.2,Yes,No
58,3. After 2015,Bendigo,7.9,31.4,0.0,-999999999.0,-999999999.0,N,44.0,N,NW,7.0,26.0,42.0,12.0,1030.3,1022.9,-999999999.0,-999999999.0,18.7,31.1,No,No
59,"2. After 2012, Before 2015",Nuriootpa,3.2,20.8,0.0,6.8,12.4,WSW,37.0,SW,W,20.0,17.0,52.0,33.0,1024.7,1022.4,6.0,3.0,12.7,19.9,No,No
60,"2. After 2012, Before 2015",Portland,9.1,17.2,0.0,6.4,10.9,W,30.0,WSW,SW,11.0,15.0,75.0,71.0,1022.4,1021.4,8.0,7.0,14.2,15.8,No,No
61,"2. After 2012, Before 2015",Moree,17.2,31.8,0.0,-999999999.0,-999999999.0,NE,37.0,ENE,N,20.0,11.0,67.0,33.0,1017.9,1014.7,-999999999.0,-999999999.0,22.4,30.7,No,No
62,1. Before 2012,Albany,12.2,22.6,5.8,2.4,9.0,NA,-999999999.0,NNE,ESE,7.0,24.0,84.0,76.0,1010.6,1006.6,6.0,1.0,15.5,21.0,Yes,Yes
63,"2. After 2012, Before 2015",SydneyAirport,19.5,29.3,21.4,11.0,6.9,SW,41.0,NW,ENE,20.0,26.0,62.0,41.0,1008.3,1005.4,7.0,5.0,24.2,28.1,Yes,No
64,1. Before 2012,Dartmoor,9.8,14.0,2.6,3.2,2.7,WNW,50.0,NNW,NNW,15.0,17.0,95.0,89.0,1010.5,1008.5,-999999999.0,-999999999.0,12.5,11.9,Yes,Yes
65,1. Before 2012,Walpole,8.4,13.8,0.0,-999999999.0,-999999999.0,SSW,28.0,SSW,SSW,6.0,13.0,76.0,76.0,1027.0,1026.4,-999999999.0,-999999999.0,12.3,12.1,No,No
66,1. Before 2012,Launceston,10.7,17.5,0.8,6.0,-999999999.0,NNW,39.0,NNW,N,13.0,24.0,93.0,63.0,1005.4,1002.8,-999999999.0,-999999999.0,12.6,16.3,No,No
67,"2. After 2012, Before 2015",SalmonGums,10.9,29.1,0.0,-999999999.0,-999999999.0,S,39.0,NW,S,6.0,17.0,44.0,47.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,22.7,22.2,No,Yes
68,3. After 2015,PearceRAAF,9.3,17.8,3.4,-999999999.0,7.9,WSW,69.0,ENE,SSW,4.0,17.0,70.0,55.0,1022.4,1023.6,5.0,5.0,13.1,16.8,Yes,No
69,1. Before 2012,Woomera,12.8,25.9,0.0,6.4,10.6,S,31.0,SE,SSW,13.0,15.0,52.0,26.0,1019.8,1017.7,1.0,0.0,17.7,25.2,No,No
70,1. Before 2012,Dartmoor,4.5,12.8,0.2,2.4,0.1,N,50.0,NNE,NNE,26.0,20.0,71.0,82.0,1018.7,1012.9,-999999999.0,-999999999.0,11.3,11.5,No,Yes
71,1. Before 2012,Williamtown,14.5,20.8,3.4,3.4,1.7,SE,26.0,SSW,SE,13.0,15.0,97.0,65.0,1024.7,1023.2,7.0,6.0,16.6,20.3,Yes,No
72,1. Before 2012,Launceston,3.1,12.3,0.1,-999999999.0,-999999999.0,SSE,31.0,SE,SSE,11.0,13.0,80.0,55.0,1031.6,1028.8,-999999999.0,-999999999.0,6.3,11.6,No,No
73,1. Before 2012,Brisbane,8.1,22.9,0.0,2.0,9.8,W,30.0,W,WNW,15.0,19.0,41.0,30.0,1018.8,1015.0,0.0,0.0,16.2,22.4,No,No
74,1. Before 2012,Mildura,14.8,36.4,0.0,18.4,12.8,WNW,41.0,S,WNW,13.0,15.0,41.0,24.0,1008.3,1003.8,0.0,0.0,19.7,33.3,No,No
75,"2. After 2012, Before 2015",GoldCoast,15.4,22.8,1.0,-999999999.0,-999999999.0,NW,50.0,NW,WNW,15.0,28.0,75.0,41.0,1006.9,1003.5,-999999999.0,-999999999.0,18.4,22.2,No,No
76,"2. After 2012, Before 2015",MelbourneAirport,3.4,17.9,0.2,1.2,7.1,NNE,56.0,NNW,N,7.0,30.0,71.0,46.0,1029.3,1025.8,7.0,6.0,10.2,17.2,No,No
77,"2. After 2012, Before 2015",Dartmoor,8.0,13.7,22.4,1.6,2.9,SW,37.0,N,W,7.0,20.0,100.0,75.0,1013.5,1012.7,-999999999.0,-999999999.0,9.5,12.2,Yes,Yes
78,3. After 2015,Adelaide,19.0,35.4,0.0,-999999999.0,-999999999.0,NA,-999999999.0,NNE,WNW,7.0,15.0,40.0,22.0,1011.5,1008.0,-999999999.0,-999999999.0,26.2,33.5,No,No
79,1. Before 2012,PearceRAAF,8.9,28.0,0.0,-999999999.0,12.4,SW,37.0,SSW,SW,9.0,28.0,58.0,36.0,1019.6,1017.4,0.0,0.0,18.6,26.1,No,No
80,"2. After 2012, Before 2015",GoldCoast,22.7,29.6,0.0,-999999999.0,-999999999.0,NNE,48.0,NNE,NNE,15.0,39.0,63.0,64.0,1012.8,1008.9,-999999999.0,-999999999.0,27.7,27.8,No,No
81,"2. After 2012, Before 2015",Tuggeranong,10.4,23.1,5.4,-999999999.0,-999999999.0,SSE,46.0,S,SSE,19.0,15.0,52.0,36.0,1016.2,1015.4,-999999999.0,-999999999.0,12.9,21.9,Yes,No
82,3. After 2015,Sydney,8.8,15.5,54.6,2.6,0.0,SSW,56.0,SSW,S,24.0,17.0,82.0,85.0,1020.2,1019.6,8.0,8.0,13.3,14.2,Yes,Yes
83,3. After 2015,Albury,11.7,28.5,0.0,-999999999.0,-999999999.0,N,28.0,NA,NNW,0.0,13.0,70.0,32.0,1022.9,1018.9,8.0,2.0,15.7,27.4,No,No
85,3. After 2015,Albury,10.0,27.1,0.4,-999999999.0,-999999999.0,NNE,22.0,ESE,ESE,7.0,11.0,74.0,44.0,1025.0,1021.8,-999999999.0,1.0,16.7,26.4,No,No
86,"2. After 2012, Before 2015",Albany,16.5,21.8,0.0,6.8,6.9,NA,-999999999.0,SW,SW,6.0,15.0,89.0,74.0,1018.9,1016.9,7.0,1.0,17.5,20.4,No,No
87,"2. After 2012, Before 2015",MelbourneAirport,12.7,23.8,0.2,4.2,12.2,SE,54.0,SE,SE,15.0,33.0,64.0,34.0,1022.0,1020.9,1.0,1.0,16.3,22.6,No,No
88,"2. After 2012, Before 2015",GoldCoast,19.8,28.5,0.0,-999999999.0,-999999999.0,NNE,35.0,NNE,NNE,11.0,30.0,60.0,67.0,1018.1,1015.1,-999999999.0,-999999999.0,27.8,26.6,No,No
89,3. After 2015,Townsville,19.7,26.1,0.0,6.6,3.7,ENE,33.0,SE,ENE,19.0,24.0,63.0,56.0,1019.2,1016.0,7.0,6.0,22.5,25.7,No,No
90,3. After 2015,Sale,13.3,27.1,0.0,-999999999.0,-999999999.0,W,43.0,WSW,ENE,13.0,19.0,62.0,48.0,1016.1,1016.7,-999999999.0,-999999999.0,19.7,26.0,No,No
91,1. Before 2012,Adelaide,19.0,26.9,2.2,5.4,9.3,WSW,26.0,SSW,SW,11.0,11.0,88.0,58.0,1020.0,1019.2,-999999999.0,-999999999.0,20.8,25.1,Yes,No
92,1. Before 2012,Witchcliffe,-999999999.0,16.7,5.2,-999999999.0,-999999999.0,W,44.0,W,WNW,20.0,15.0,69.0,64.0,1021.0,1020.4,-999999999.0,-999999999.0,15.5,14.8,Yes,No
93,3. After 2015,Cairns,24.7,32.6,0.0,8.4,10.8,ENE,33.0,SE,NE,11.0,20.0,69.0,60.0,1013.0,1010.4,4.0,2.0,28.9,31.3,No,Yes
94,3. After 2015,Mildura,14.9,41.3,0.0,12.6,12.0,WNW,48.0,NNW,WSW,4.0,26.0,19.0,8.0,1013.0,1010.7,0.0,-999999999.0,29.5,40.0,No,No
95,"2. After 2012, Before 2015",Woomera,8.6,15.8,0.4,2.0,4.8,SSW,31.0,WSW,S,7.0,17.0,96.0,63.0,1023.9,1022.4,3.0,8.0,10.6,15.3,No,No
96,1. Before 2012,MelbourneAirport,10.6,19.9,0.0,4.8,5.9,S,52.0,W,S,15.0,20.0,62.0,62.0,1012.4,1011.2,7.0,4.0,15.9,18.3,No,No
97,"2. After 2012, Before 2015",MountGambier,11.3,13.7,0.8,0.2,0.0,NNW,22.0,N,NNW,7.0,9.0,99.0,93.0,1020.0,1018.7,8.0,8.0,11.7,13.4,No,No
98,1. Before 2012,WaggaWagga,6.8,16.6,1.2,2.4,1.8,NE,41.0,E,NNE,7.0,9.0,78.0,58.0,1015.4,1007.0,7.0,7.0,10.0,15.4,Yes,Yes
99,1. Before 2012,BadgerysCreek,14.4,36.7,0.0,-999999999.0,-999999999.0,SSW,30.0,NE,E,6.0,15.0,65.0,32.0,1010.9,1008.1,-999999999.0,-999999999.0,23.4,34.8,No,No
100,3. After 2015,Albany,16.5,23.0,0.0,8.2,-999999999.0,NA,-999999999.0,ENE,NA,19.0,-999999999.0,55.0,-999999999.0,1016.0,1013.3,1.0,-999999999.0,22.5,-999999999.0,No,No
101,1. Before 2012,Dartmoor,5.0,14.3,1.2,1.0,6.4,SE,30.0,SSE,SSE,6.0,13.0,96.0,73.0,1025.0,1023.1,-999999999.0,-999999999.0,9.6,12.9,Yes,No
102,3. After 2015,Townsville,17.1,26.0,0.0,-999999999.0,-999999999.0,ESE,41.0,SSW,SE,20.0,20.0,57.0,53.0,1022.9,1019.6,8.0,5.0,20.7,24.7,No,No
103,"2. After 2012, Before 2015",NorfolkIsland,19.7,22.6,34.4,5.6,0.0,SE,37.0,SE,SE,9.0,26.0,93.0,96.0,1014.1,1013.9,7.0,8.0,21.4,20.0,Yes,Yes
104,1. Before 2012,Woomera,9.6,28.8,0.0,5.6,10.2,NNW,39.0,E,NNW,7.0,24.0,45.0,15.0,1018.0,1014.5,1.0,0.0,16.0,28.1,No,No
105,"2. After 2012, Before 2015",Albury,10.8,29.0,0.0,-999999999.0,-999999999.0,N,30.0,SE,NE,9.0,11.0,76.0,43.0,1023.9,1018.7,2.0,-999999999.0,17.0,27.4,No,No
106,1. Before 2012,Sydney,19.1,23.7,0.4,6.8,4.7,SSE,50.0,S,S,24.0,24.0,69.0,64.0,1010.0,1010.7,-999999999.0,-999999999.0,20.1,21.3,No,No
107,3. After 2015,Moree,8.2,24.8,0.0,-999999999.0,-999999999.0,E,30.0,E,ENE,20.0,13.0,53.0,33.0,1025.0,1020.9,-999999999.0,-999999999.0,16.8,23.7,No,No
108,1. Before 2012,Townsville,23.1,29.1,78.4,3.2,0.0,NNE,81.0,E,NE,35.0,39.0,84.0,93.0,1004.1,999.8,8.0,8.0,26.6,26.5,Yes,Yes
109,1. Before 2012,Brisbane,20.7,28.2,3.2,8.0,8.1,ENE,30.0,ESE,ENE,15.0,15.0,60.0,61.0,1013.0,1011.4,7.0,3.0,25.3,26.5,Yes,No
110,3. After 2015,Adelaide,13.3,17.5,2.6,-999999999.0,-999999999.0,SW,63.0,SW,SW,20.0,26.0,44.0,43.0,1019.0,1020.2,-999999999.0,-999999999.0,15.4,16.0,Yes,No
111,1. Before 2012,Dartmoor,19.3,40.7,0.0,11.4,11.5,WNW,96.0,N,W,26.0,52.0,40.0,52.0,1008.5,1003.9,-999999999.0,-999999999.0,31.0,28.4,No,Yes
112,1. Before 2012,MountGinini,4.7,18.5,0.8,-999999999.0,-999999999.0,N,28.0,SSW,NNW,9.0,9.0,68.0,57.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,10.7,17.8,No,No
113,1. Before 2012,Witchcliffe,17.3,19.0,3.4,-999999999.0,-999999999.0,S,48.0,S,SSE,19.0,22.0,96.0,80.0,1011.3,1013.6,-999999999.0,-999999999.0,17.8,16.9,Yes,No
114,1. Before 2012,Launceston,11.0,16.9,4.4,-999999999.0,-999999999.0,NNW,54.0,NW,NNW,9.0,22.0,93.0,62.0,1003.5,1000.4,-999999999.0,-999999999.0,14.5,16.3,Yes,Yes
115,3. After 2015,Uluru,10.8,23.1,0.0,-999999999.0,-999999999.0,ENE,44.0,E,E,31.0,22.0,34.0,23.0,1025.3,1021.2,8.0,2.0,15.6,22.8,No,No
116,"2. After 2012, Before 2015",Sale,11.4,20.7,0.0,4.8,3.7,W,52.0,W,SW,20.0,20.0,73.0,85.0,1016.3,1016.6,8.0,8.0,16.2,16.0,No,No
117,"2. After 2012, Before 2015",PerthAirport,6.4,17.8,14.6,0.6,7.2,SW,65.0,SW,W,28.0,22.0,70.0,40.0,1012.7,1014.0,4.0,2.0,14.3,17.7,Yes,Yes
118,3. After 2015,Dartmoor,10.0,27.1,0.0,7.6,13.6,ESE,43.0,SE,SE,24.0,22.0,78.0,37.0,1020.7,1019.5,-999999999.0,-999999999.0,16.5,25.3,No,No
119,1. Before 2012,Mildura,19.9,29.4,0.0,7.8,9.9,WNW,30.0,WSW,WNW,6.0,17.0,95.0,44.0,1017.9,1016.0,7.0,7.0,20.5,27.4,No,No
120,1. Before 2012,Watsonia,10.0,14.9,0.0,1.6,2.1,SW,30.0,SSW,SSW,15.0,13.0,73.0,59.0,1027.2,1025.0,7.0,7.0,10.6,13.8,No,No
121,"2. After 2012, Before 2015",PearceRAAF,15.3,31.4,0.0,-999999999.0,11.0,NW,48.0,S,WSW,9.0,33.0,55.0,41.0,1006.2,1005.7,0.0,1.0,24.6,29.7,No,No
122,3. After 2015,Dartmoor,7.5,13.6,2.0,1.0,2.1,NW,20.0,NW,SW,7.0,2.0,-999999999.0,-999999999.0,1026.8,1025.3,-999999999.0,-999999999.0,9.3,13.4,Yes,No
123,1. Before 2012,Launceston,10.2,24.2,0.0,-999999999.0,-999999999.0,N,11.0,E,NNW,4.0,7.0,82.0,49.0,1027.5,1025.2,-999999999.0,-999999999.0,14.8,23.4,No,No
124,3. After 2015,Sale,17.0,28.0,0.0,-999999999.0,-999999999.0,SE,31.0,SSE,ESE,2.0,20.0,83.0,61.0,1021.1,1018.6,8.0,-999999999.0,19.7,26.0,No,No
125,"2. After 2012, Before 2015",Newcastle,19.8,28.2,0.0,-999999999.0,-999999999.0,NA,-999999999.0,NA,SE,0.0,11.0,77.0,58.0,-999999999.0,-999999999.0,7.0,8.0,22.5,26.0,No,No
126,3. After 2015,MountGinini,-3.0,-0.8,0.0,-999999999.0,-999999999.0,WNW,57.0,WNW,WNW,20.0,24.0,98.0,98.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-2.8,-2.9,No,Yes
127,"2. After 2012, Before 2015",SydneyAirport,17.1,37.8,0.0,10.0,10.0,S,80.0,NW,W,17.0,35.0,12.0,3.0,1009.2,1002.9,7.0,1.0,28.0,37.2,No,No
128,"2. After 2012, Before 2015",Portland,3.9,13.8,0.0,1.4,7.2,NW,39.0,NNW,WNW,19.0,24.0,63.0,69.0,1032.4,1030.4,5.0,8.0,8.3,13.1,No,Yes
129,3. After 2015,Moree,10.9,27.9,0.0,7.8,10.7,SE,37.0,SE,SSE,20.0,15.0,45.0,29.0,1027.4,1023.2,1.0,2.0,21.0,26.9,No,No
130,1. Before 2012,PearceRAAF,15.9,30.5,0.0,-999999999.0,6.4,SW,37.0,W,WSW,9.0,28.0,69.0,39.0,1015.9,1014.0,5.0,7.0,22.5,28.6,No,No
131,"2. After 2012, Before 2015",Wollongong,19.2,23.5,10.4,-999999999.0,-999999999.0,SSW,39.0,SE,ESE,19.0,20.0,90.0,78.0,1018.5,1017.7,8.0,7.0,21.1,22.4,Yes,No
132,"2. After 2012, Before 2015",Hobart,10.2,20.1,0.0,4.4,7.0,NNW,80.0,N,NW,26.0,43.0,55.0,33.0,996.2,995.6,6.0,3.0,17.0,18.3,No,No
133,1. Before 2012,Bendigo,10.0,16.0,53.8,-999999999.0,-999999999.0,WSW,44.0,SW,WSW,22.0,22.0,87.0,70.0,1008.5,1012.7,6.0,8.0,11.4,13.8,Yes,Yes
134,"2. After 2012, Before 2015",Sydney,11.8,19.9,5.0,2.4,3.9,W,31.0,WNW,W,17.0,19.0,89.0,53.0,1012.1,1009.2,8.0,2.0,14.3,19.2,Yes,No
